dataset	inter_num	sparsity	connected	user_num	item_num	user_mean	item_mean	user_median	item_median	user_max	item_max	user_min	item_min	sparsity_log	space_size	space_size_log	shape	shape_log	gini_user	gini_item	average_degree	average_degree_user	average_degree_item	average_degree_user_log	average_degree_item_log	degree_assort_user	degree_assort_item	average_clustering_coef_dot	average_clustering_coef_dot_user	average_clustering_coef_dot_item	average_clustering_coef_min	average_clustering_coef_min_user	average_clustering_coef_min_item	average_clustering_coef_max	average_clustering_coef_max_user	average_clustering_coef_max_item
57	74857	0.9964463353774132	True	1241	16974	60.36854838709677	4.410357626819065	36.5	2.0	1611	318	20	1	-0.001546085701117653	9.638336837857452	0.9840020998305727	0.016578275912740293	-1.780460636663686	0.44505335333993806	0.6341661630643601	8.22017240432658	60.36854838709677	4.410357626819065	1.7808107330001808	0.6444738069410425	-0.007844961513318404	0.18065779889088118	0.2740750693384085	0.03651377395265146	0.29143063442874834	0.6831114715687442	0.10816704265027349	0.725115306592541	0.2951680661199199	0.05364431610821456	0.3128131170840698
58	81677	0.9962662651199988	True	1167	18745	70.04888507718697	4.357501067008109	40.0	2.0	1324	249	20	1	-0.0016245752126942989	9.763045580145572	0.9895853168803485	0.01428798805049157	-1.8450289216699565	0.4747751943705124	0.6022432841874443	8.20462079357107	70.04888507718697	4.357501067008109	1.8454012272923315	0.6392375021264203	-0.0540331364596646	0.03090031641326121	0.25087179237690976	0.028765069348511477	0.2646882904056716	0.6569085316693145	0.09069740306397596	0.6921305854440597	0.2732322821538622	0.04181512668298022	0.2876279502758772
59	78731	0.9963504850784805	True	1172	18407	67.23398804440649	4.2774638704770185	38.0	2.0	2176	226	20	1	-0.001587863423281882	9.605869663908624	0.9825366896702877	0.014886131257065196	-1.827218155976432	0.4782987127329467	0.6089487029845102	8.043213975583592	67.23398804440649	4.2774638704770185	1.8275888725861407	0.6311863499679641	-0.03036832069104853	0.2631381259733675	0.27338868258610194	0.0321804564601096	0.28873448465029494	0.6656278717136319	0.0980331634117505	0.7017385640651207	0.29547430104664896	0.04696665223514469	0.3112844964589206
60	74965	0.9964867034625877	True	1255	17002	59.780701754385966	4.4094465031468735	36.0	2.0	3517	295	20	1	-0.0015284918971141988	9.69953993754343	0.9867511355729871	0.016741145868071766	-1.7762148195118606	0.4408415899775025	0.6455464460753606	8.213092303478499	59.780701754385966	4.4094465031468735	1.7765610088342199	0.6443840779677589	-0.011769322106424692	0.717157792504086	0.3093707742286145	0.035084020973803524	0.32960226582214036	0.6956926544868239	0.105476655632591	0.7392272031935593	0.32951684379591123	0.05180682354391534	0.3500008368196159
61	81165	0.9961139635895648	True	1040	20083	78.11838306063522	4.041679115625934	39.0	2.0	3770	196	20	1	-0.0016909718908269455	9.187578571092603	0.9632010661435216	0.012813404792706215	-1.8923354536894827	0.5424406502824277	0.5790609324169721	7.685715638464088	78.11838306063522	4.041679115625934	1.8927532454310856	0.6065618302468423	-0.05743644525009248	0.2525214810340262	0.2624211882589923	0.028380197725752218	0.27452997170506527	0.6759943900514249	0.09538541318807316	0.7060338645540155	0.28671993980086186	0.041656890161081844	0.2993989811600757
62	80024	0.9962390749696021	True	1096	19414	73.08127853881278	4.122186163910781	38.0	2.0	2557	192	20	1	-0.0016364281618860281	9.365164387238485	0.9715154049727605	0.01369589123263021	-1.8634097016488202	0.5159958405172512	0.5752641242603782	7.804173980885508	73.08127853881278	4.122186163910781	1.8638061366210334	0.6151276012553006	-0.04930594188425717	0.20048063645746103	0.25368733729004805	0.02827627094925128	0.26640176152345724	0.660535811555967	0.08835595014504347	0.6928099035687915	0.2783037079476508	0.041928426539056644	0.2916365742301631
63	76814	0.9963221146514467	True	1129	18499	68.09751773049645	4.152557033192777	36.0	2.0	3165	310	20	1	-0.0016002298500722091	9.312518778504556	0.9690671615032147	0.01469784153930273	-1.8327464391564938	0.5027551355055512	0.6142332158062952	7.827779476205034	68.09751773049645	4.152557033192777	1.833131281434138	0.6183156059713096	-0.03373224454084628	0.4267718645425052	0.30050669396881896	0.03823584057576278	0.3164998566149087	0.6990729183543338	0.11354877868827946	0.734777925898031	0.322031494161825	0.05555918585568617	0.3382808597023875
64	77732	0.9965084708838983	True	1135	19615	68.54673721340389	3.963087590496584	36.0	2.0	3047	345	20	1	-0.0015190051998231128	9.392860054317854	0.9727978517637801	0.01460145113981372	-1.8356039804692772	0.5063096093473972	0.5903991876751904	7.492963177173704	68.54673721340389	3.963087590496584	1.835986787441531	0.5980336710344061	-0.02086131520338509	0.2638062427317906	0.28425544188851537	0.03494367089725347	0.29866961280235704	0.6928951803671298	0.10435073346078855	0.7269223753702801	0.3083656631201933	0.05145176911510963	0.3232193572061403
65	80462	0.996454854558582	True	1161	19549	69.36379310344827	4.116124411704522	41.0	2.0	2644	291	20	1	-0.0015423726887609738	9.665215051927195	0.9852115215643921	0.014429171534388904	-1.8407586036516363	0.4796812416913017	0.5931176934480233	7.771102955379564	69.36379310344827	4.116124411704522	1.8411328341632918	0.6144884930340759	-0.019959163167387158	0.3378819282182528	0.2773304624204663	0.03070053967137012	0.29196575556497983	0.6719848943752896	0.09415687650228008	0.7062738498046272	0.3012541270773888	0.045018821363765844	0.3164594143000102
66	79668	0.9962277308845751	True	1144	18461	69.7007874015748	4.315709642470206	40.0	2.0	2599	276	20	1	-0.0016413734623698802	9.546737243686975	0.9798549695757752	0.014359592308078525	-1.8428578902375399	0.4917347279925602	0.608257601929916	8.128143651481915	69.7007874015748	4.315709642470206	1.8432376842992635	0.635052218004652	-0.0204505785883128	0.14080546831447072	0.25649069979478484	0.03432514995045027	0.2702466707304335	0.6704284451220369	0.10551467675447056	0.7054065836509713	0.27971355133051545	0.04998587286768917	0.2939377515733654
67	75349	0.9964608506170742	True	1277	16672	59.05094043887147	4.519764861136105	36.0	2.0	1611	341	20	1	-0.0015397593769087875	9.80921367898569	0.9916341950899873	0.01694780289054931	-1.770886595653144	0.4385850215658954	0.6440870893747057	8.39683512564774	59.05094043887147	4.519764861136105	1.7712268185314157	0.6551158414115178	-0.012053816170315292	0.21923373216758482	0.2797432976576494	0.03581080169783519	0.29841391518777494	0.6885219671452391	0.10664315705310236	0.7330590292097564	0.2994465803207915	0.05287077587927161	0.3183195169453119
68	81662	0.9964339588497838	True	1081	21184	75.61296296296297	3.8550724637681157	41.0	2.0	2145	217	20	1	-0.001551479961545858	9.395563953270713	0.9729228530307819	0.013237491121941662	-1.8781943181549432	0.5067719062404473	0.5843970854503959	7.336118223060684	75.61296296296297	3.8550724637681157	1.8785962566213037	0.5860325458938116	-0.06350629227214326	0.12154690741683674	0.3058886752674375	0.028291827114915232	0.320041750658304	0.7013831339424164	0.09234258095282614	0.732434627934238	0.32900814718119914	0.04140641183241632	0.3436713145407179
69	81244	0.9963181905604214	True	1171	18844	69.43931623931624	4.3116276601390435	40.5	2.0	2046	232	20	1	-0.0016019403555501289	9.753805616271015	0.9891740962809662	0.014413372064398602	-1.8412344024172063	0.4733944008278113	0.5991756541142659	8.119122570329285	69.43931623931624	4.3116276601390435	1.8416054357434077	0.6346412493658339	-0.06898075389598388	0.17625340411459955	0.24590131546001875	0.025349354362513437	0.2595958330253789	0.6582575300334462	0.08282038553510013	0.693987586768736	0.2673696790838842	0.03745098760085651	0.28164579589305166
70	78280	0.9965130208691781	True	1233	18207	63.53896103896104	4.29968142370647	37.0	2.0	1490	247	20	1	-0.0015170222472980428	9.824420593602454	0.9923069467908476	0.015751149718957587	-1.802687740390232	0.4681975583818328	0.6187356700871438	8.054326576808313	63.53896103896104	4.29968142370647	1.803040109157557	0.6334362785907909	-0.04183335347490665	0.06106383976978545	0.2799388711067525	0.03183819651286426	0.29672784348397263	0.68105963542664	0.09541652026929184	0.720690104385986	0.3001289682143307	0.046833543316244695	0.3172694693389293
71	76920	0.9964847169504782	True	1205	18159	63.88704318936877	4.236149355655909	38.0	2.0	1766	260	20	1	-0.0015293576709417037	9.627491885221197	0.9835131612386647	0.015665626625065	-1.805052228655555	0.4621660464425221	0.6197345273478303	7.945460179733499	63.88704318936877	4.236149355655909	1.8054127886446365	0.6269712638041242	-0.02010069786399899	0.13359771103384777	0.2851643562169776	0.034061549229341466	0.301814195385009	0.6905350239473165	0.10053533379108688	0.7296560519761798	0.30558709323140043	0.04985047595485374	0.32254418581874283
72	81407	0.9963657167449265	True	1188	18855	68.5821398483572	4.317757505038719	39.0	2.0	2757	241	20	1	-0.0015812242152684474	9.83420134022077	0.9927390955599745	0.014593339639097374	-1.8358453098295995	0.47815123544981203	0.59796505018168	8.12404570630208	68.5821398483572	4.317757505038719	1.836211031520183	0.6352582477293699	-0.03466432233412863	0.30595689369076395	0.2505122328637561	0.02955167126430838	0.2644233491583644	0.658576775471159	0.0939191400262457	0.6941261874406673	0.2738260275313735	0.04268831539263573	0.288377871400509
73	77840	0.9964324360494454	True	1222	17855	63.75102375102375	4.359807326089392	39.0	2.0	2538	317	20	1	-0.0015521436726563399	9.752972880101739	0.9891370165834155	0.015698869475847893	-1.8041316213537602	0.45682832463408	0.6297520665795453	8.161467889908257	63.75102375102375	4.359807326089392	1.804487163315413	0.6394672968224532	-0.006858044174997701	0.32731042574771063	0.2783145161135759	0.0355170203961105	0.29491896006288837	0.6886865233458614	0.1057590055792335	0.728551791587883	0.2981528203517747	0.0513991064748431	0.3150278222921653
74	74392	0.9967581088677873	True	1265	18140	58.85443037974684	4.101218369259606	34.5	2.0	1908	332	20	1	-0.0014102225607675837	9.700818522166054	0.9868083801077425	0.01700451661468975	-1.7694357091918116	0.45397469409396135	0.6213516645820706	7.668092563005721	58.85443037974684	4.101218369259606	1.7697791607572821	0.6129128939009044	0.013732606622626464	0.144290822555084	0.29701546325973965	0.03469162990751777	0.31529526508769096	0.7076618291706784	0.10210414830112356	0.7498595748357711	0.3183402553490804	0.051891699024596366	0.3369074848101393
75	81200	0.9962130437138811	True	1106	19387	73.4841628959276	4.188589703910038	40.0	2.0	2782	270	20	1	-0.0016477762194993255	9.47666608043145	0.9766555781049273	0.013620689655172415	-1.8658009022724957	0.5077680493948242	0.5882999716925372	7.9254306768825336	73.4841628959276	4.188589703910038	1.8661937512200457	0.6220678208398877	-0.04062990622345305	0.2559231017121986	0.2620715222208371	0.027889186490938245	0.2754198911974975	0.6705643953626096	0.09020039383859979	0.7036450835749293	0.28617006482534685	0.041055263343862496	0.30014158322197537
76	79997	0.9963205844161339	True	1206	18028	66.38755186721991	4.437621345759139	40.0	2.0	1417	266	20	1	-0.0016008968765819512	9.822239154082943	0.992210504223817	0.015075565333700013	-1.8217263928393688	0.46241522438834193	0.6184472695448385	8.319155574043261	66.38755186721991	4.437621345759139	1.8220866537326141	0.6471502419106001	-0.012996718352093211	0.09215830261002271	0.24840597760963243	0.034619831344504824	0.262696336862391	0.6629620532729906	0.10263751604307125	0.7004164864766326	0.26943199280556207	0.05002024557630483	0.28409839073152066
77	74845	0.9967281775409027	True	1245	18374	60.16479099678457	4.073640668372068	35.0	2.0	5102	278	20	1	-0.001423264045117497	9.653083704184898	0.9846660720771887	0.016634377713942147	-1.778993441290867	0.4618013669837278	0.6156070181973748	7.630626497425702	60.16479099678457	4.073640668372068	1.779342412367822	0.6099827176867915	0.0029550628302667586	0.5881724134670943	0.2934914231537649	0.03790157606293243	0.3107969132632188	0.7054714613265598	0.10904240321382963	0.7458545097286845	0.3148539824530308	0.055854666565763794	0.33239032104573535
78	78639	0.996184904838751	True	1089	18928	72.27849264705883	4.1548581391662704	39.5	2.0	1988	268	20	1	-0.0016600434055859734	9.25407321129458	0.9663329309900592	0.013848090642047839	-1.8586101024685686	0.49963584292107716	0.6050328933239645	7.858006495128653	72.27849264705883	4.1548581391662704	1.8590090868621825	0.6185562000986976	-0.0407803377590633	0.12966460555369735	0.2778758970213544	0.03215295664506086	0.2920010388361907	0.6879359368499152	0.10119132115507835	0.7216643746306506	0.3000768468273156	0.04703415274259747	0.3146227574927234
79	80406	0.996235992934868	True	1129	18921	71.28191489361703	4.249788583509514	39.0	2.0	2082	238	20	1	-0.0016377717276847804	9.527768574015639	0.9789911997500562	0.014041240703430092	-1.8525945156501769	0.5020567825731221	0.6013858749825607	8.021348762968875	71.28191489361703	4.249788583509514	1.8529793579278213	0.6283673255093707	-0.04478678355526512	0.05433819647196766	0.2667319882782864	0.030847918150668	0.28079526687786116	0.6735967082380061	0.09737537442327876	0.7079507074210406	0.28854559002430524	0.04499672215979742	0.3030658396517452
80	76610	0.9965228153422048	True	1248	17654	61.435445068163595	4.339772276666856	36.0	2.0	1686	247	20	1	-0.0015127536982721167	9.777999795459193	0.9902500238430403	0.016290301527215768	-1.78807087699327	0.45986396067439544	0.6261967747280118	8.106878306878308	61.435445068163595	4.339772276666856	1.7884190088611327	0.6374669411296233	-0.01255339121823317	0.15133911258620308	0.28248384721402325	0.033970507102283484	0.30003871806426624	0.6833570280710763	0.1035803425853091	0.724312193017587	0.3035785672856625	0.05002946446666346	0.3214891621542566
81	75321	0.9964403202950847	True	1168	18116	64.54241645244215	4.157935412641457	36.0	2.0	4056	356	20	1	-0.0015487073425000761	9.379495082359178	0.9721794600371299	0.015506963529427384	-1.8094732345214983	0.48734616071719183	0.6163517651123538	7.81257131003008	64.54241645244215	4.157935412641457	1.809845221252509	0.6188777389273235	-0.011019393248843509	0.38872020648949446	0.2902358142825718	0.03775520354528649	0.30650105704991437	0.6971818783665994	0.11123212533711413	0.734929786828394	0.31280781569634236	0.05557104909256555	0.3293794583475489
82	84110	0.9962228453861209	True	1015	21939	82.94871794871794	3.8339866897620567	41.5	2.0	5284	257	20	1	-0.001643503246712082	9.239678024693285	0.9656568376123844	0.012067530614671263	-1.9183815907263055	0.548671048549413	0.5665298555036573	7.329208783548275	82.94871794871794	3.8339866897620567	1.91880967797822	0.583650600828709	-0.025721290750040104	0.27472471621958267	0.28105008731435915	0.031055662696637162	0.29260512180074666	0.6937209610945257	0.10247708661586963	0.7210489439881969	0.30621113365151753	0.04477490510540453	0.3182950216880641
83	78910	0.9964843908020864	True	1178	19054	67.04333050127443	4.141604996588463	39.0	2.0	2754	296	20	1	-0.0015294998150886558	9.64136816017312	0.9841386669165886	0.014928399442402738	-1.8259867529310114	0.4810904133819036	0.6107461512608052	7.801285219970341	67.04333050127443	4.141604996588463	1.8263555805386598	0.6171686759233574	-0.011633558426709389	0.37677019405453915	0.29087064254898626	0.03603621387079037	0.30661305175248366	0.6936558749668693	0.10759069337561995	0.7298600800124213	0.31318611252083234	0.0522669018566511	0.3293044094269228
84	74895	0.9965576475792258	True	1267	17172	59.15876777251185	4.361714518665191	35.0	2.0	2128	314	20	1	-0.0014975737307659815	9.741250689721522	0.9886147199971163	0.01691701715735363	-1.7716762102273496	0.44892253051059267	0.6512020001958833	8.124423713185442	59.15876777251185	4.361714518665191	1.7720191194294548	0.6396572368901484	0.009619871252069	0.24918229325492355	0.30549835889167304	0.04144244859921143	0.3249669269675135	0.7094182945762952	0.1188006214052831	0.7529639223344049	0.3248498547904129	0.06080280601108516	0.3443177695160916
85	80118	0.9962560651786163	True	1051	20361	76.30285714285715	3.9350687622789784	43.0	2.0	2156	269	20	1	-0.001629021615317589	9.176274734335278	0.9626664077070354	0.013118150727676676	-1.8821273833575864	0.5043456615777443	0.591892865439979	7.4841662774404485	76.30285714285715	3.9350687622789784	1.8825408003158906	0.5949523257211075	-0.04350264627439014	0.25776871783181216	0.29999045295534177	0.03174531453739234	0.31382431323721055	0.6952387009599766	0.10134497044109621	0.7258668157460682	0.3249895873926557	0.04603908637875062	0.33937554152156535
86	81305	0.9965785164922196	True	1119	21236	72.72361359570662	3.8288203437720743	40.0	2.0	3498	225	20	1	-0.0014884792655505761	9.538359135616565	0.9794736703394306	0.013762991205952894	-1.861287167622161	0.49669723502978413	0.5932858183539361	7.274638750950656	72.72361359570662	3.8288203437720743	1.8616754506001065	0.5830649888238129	-0.03186984081215379	0.6480483105612205	0.3296900892386987	0.031711197670924327	0.3453783586417018	0.7153207637626388	0.0980860808990381	0.747817508544438	0.351254658835394	0.04584879633866207	0.36733395030096244
87	77656	0.9965764897478309	True	1207	18793	64.39137645107795	4.1323967645806725	37.0	2.0	1747	256	20	1	-0.001489362492295623	9.681466417852205	0.9859411433567074	0.015542907180385288	-1.8084677465187164	0.47156838399944234	0.625978983547442	7.766376637663766	64.39137645107795	4.1323967645806725	1.808827708811933	0.6162020128465161	-0.027754469953270126	0.11300535553344747	0.30439482397655715	0.035239316313049295	0.3216682138361884	0.7091405961158531	0.1063786485615685	0.7478235946657928	0.32495297267359613	0.05168592442024662	0.3424902257703149
88	76396	0.996401456789172	True	1118	18989	68.39391226499552	4.023383189382768	37.0	2.0	3447	278	20	1	-0.0015656461746356713	9.241792466832393	0.965756211799925	0.014634274045761559	-1.8346288164990412	0.4956810583576139	0.5991873756307056	7.599701566774434	68.39391226499552	4.023383189382768	1.8350174469338365	0.6045913970031233	-0.014583060611824948	0.5407724380005916	0.28916347542051557	0.03266479955883074	0.30425242743955405	0.6954233139535397	0.10076645444246585	0.7304049714253045	0.31283748367046105	0.04839392250416421	0.32839380649660144
89	82326	0.9962776376115677	True	1100	20106	74.90991810737033	4.094802287988062	39.0	2.0	2543	277	20	1	-0.0016196177205887047	9.516228244425415	0.9784648499379194	0.013361513981002356	-1.8741443295593887	0.5232904263939958	0.5768519055054737	7.765138653084324	74.90991810737033	4.094802287988062	1.8745393222941231	0.6122329372786838	-0.051675380002134244	0.17220783286016147	0.25864812807073356	0.028781896539917463	0.27121331028671797	0.6591606170852627	0.09224906336259939	0.6901497142024577	0.2850447758205146	0.04240272074257614	0.29830832312370553
90	76817	0.9964861094351143	True	1189	18386	64.66077441077441	4.178243132988849	38.0	2.0	2605	303	20	1	-0.001528750789611017	9.556956262325365	0.9803195984525974	0.015478344637254775	-1.8102754876678115	0.4685889864007989	0.6111591971268003	7.849282174423951	64.66077441077441	4.178243132988849	1.8106409016413285	0.620993708081622	-0.011772092202547029	0.3386975797546641	0.27253767223210246	0.03341564975159819	0.28798923397846304	0.687001740200461	0.10120007717676388	0.7248550105660935	0.2946183367536865	0.04886786698216199	0.31049821481126444
91	74330	0.996688428380592	True	1273	17632	58.435534591194966	4.215869774828427	36.5	2.0	1778	319	20	1	-0.001440583897810835	9.727388652665216	0.9879962682283024	0.01712632853491188	-1.766335729149294	0.43250520160393013	0.6248152785266262	7.864360154472835	58.435534591194966	4.215869774828427	1.7666770214905543	0.6248871873688882	-0.0015301682842522148	0.19763195882723256	0.2752688706677362	0.0347717442559624	0.29261969278762595	0.6905430379867881	0.1003388270177363	0.7331237059212576	0.2965394779213749	0.05188124397817775	0.3141905058594242
92	80745	0.9966156102832803	True	1217	19604	66.40213815789474	4.1190123960618275	39.0	2.0	2478	243	20	1	-0.0014723146295465223	9.912954403203921	0.996203108550717	0.015072140689825996	-1.821825060641304	0.46512156732859455	0.5995280830649771	7.756856717421586	66.40213815789474	4.1190123960618275	1.822182063934653	0.6147930989564535	-0.031013395617632892	0.32975563193675655	0.26624156256960124	0.02931463348987722	0.2809384531353792	0.6743441296889041	0.0912854167703355	0.7105120323012074	0.2890686479817119	0.04285175834828449	0.30434180707951575
93	79120	0.9964732940953128	True	1133	19801	69.89399293286219	3.995959595959596	40.0	2.0	4323	227	20	1	-0.00153433608286858	9.467996620193736	0.9762580942262601	0.014320020222446916	-1.8440563687257256	0.4919169388003016	0.6021655687307861	7.559717179438181	69.89399293286219	3.995959595959596	1.8444398517368703	0.6016210883275919	-0.0017522127609675775	0.5781829064834088	0.3037814238594925	0.032932998157183535	0.3192662934501498	0.7129081080647445	0.10075097515714884	0.7479061825319868	0.325514711119455	0.048062977497511365	0.3413771031628914
94	75752	0.9967665488569039	True	1200	19523	63.17931609674729	3.880340129085135	36.0	1.0	6042	376	20	1	-0.0014065452140274983	9.534275011766756	0.9792876747957855	0.015841165909810963	-1.8002128574963217	0.48084557739045924	0.6308185720026621	7.311616234737706	63.17931609674729	3.880340129085135	1.8005749204450978	0.588869795107256	-0.00807779626882794	0.8332330104071596	0.3787339101853146	0.03864861078386718	0.3996212308482762	0.7500361727017958	0.11584807054653193	0.7889866662211156	0.39750944333220084	0.057075190823310536	0.41841819595786217
95	83794	0.9960144760030494	True	921	22828	91.08043478260869	3.67082840495904	40.0	2.0	5844	231	20	1	-0.0017343495255403886	8.784888957750121	0.9437362763217901	0.010991240422941976	-1.9589532922498825	0.5985789685055795	0.5387633976306302	7.0572282814671325	91.08043478260869	3.67082840495904	1.959425095101176	0.5647640836265175	-0.052582547878280046	0.11334779961455145	0.2906526912351167	0.029505987917193947	0.30117772593317116	0.694295904331175	0.09890685145877151	0.718291958505732	0.3195033082653804	0.043200208350701506	0.3306391934855804
96	78604	0.9964730972711104	True	1219	18283	64.5353037766831	4.299529591948365	39.0	2.0	2532	336	20	1	-0.0015344218650706195	9.788681014314442	0.9907241762978906	0.015508116635285736	-1.8094409413590171	0.4629748888214281	0.6369609969094714	8.061948717948718	64.5353037766831	4.299529591948365	1.8097973586805427	0.6334209423710819	-0.02866168444082002	0.2732604202712062	0.2986621363085797	0.0357185708693839	0.3161802012196912	0.7046187980278864	0.10785566663417025	0.7443768930961254	0.3185960579555085	0.05192985974211766	0.336362135486627
97	74655	0.9963919444014847	True	1280	16165	58.36982017200938	4.618596881959911	37.0	2.0	1280	324	20	1	-0.0015697922918196093	9.775397690119824	0.9901344347237864	0.017145536132877906	-1.765848930151836	0.4360699509639049	0.6590081006300516	8.559880754457376	58.36982017200938	4.618596881959911	1.7661883553210505	0.6645100580290939	-0.011560725015863377	0.04052878213075822	0.27903310567184864	0.04134513203099607	0.29784051214837987	0.6897720617221987	0.12159118718884945	0.7347301994683106	0.3001161263432878	0.059950444409875264	0.3191195850906793
98	80453	0.9962631835727036	True	1096	19644	73.47305936073059	4.095759303568701	39.0	2.0	3009	244	20	1	-0.0016259185293382955	9.390233649915213	0.9726763986139734	0.0136228605521236	-1.865731688931246	0.5221207288160018	0.5887223997312288	7.758993152666602	73.47305936073059	4.095759303568701	1.8661281239034593	0.6123344264337343	-0.04275934929598687	0.13346281322313985	0.27504229065676133	0.03175039441582797	0.28860460936489263	0.6818074217509075	0.10000782357759715	0.7142398689330983	0.30143670138748285	0.046707540604647026	0.31563659096937996
99	80698	0.9965739687857471	True	1161	20288	69.56724137931035	3.977818307290383	40.0	2.0	4044	225	20	1	-0.0014904610946789743	9.679379009006725	0.9858474955715417	0.014386973654861334	-1.8420305516659357	0.48199825060827045	0.6043050448327278	7.525341539609269	69.56724137931035	3.977818307290383	1.842404782177591	0.599644942201367	-0.04075178950271522	0.5490868411089791	0.3051539823092936	0.030065065012041033	0.3208834220522232	0.7086408099679319	0.09375674475660645	0.7437995577199473	0.3265830170742185	0.043888235187525916	0.34274735615779733
100	74433	0.9966666744290359	True	1228	18184	60.66259168704156	4.093548919320244	36.0	2.0	2339	409	20	1	-0.0014500630128039182	9.560529483245162	0.9804819451300646	0.01649805865677858	-1.7825671566498316	0.45841067571629346	0.6273745466523449	7.669551777434312	60.66259168704156	4.093548919320244	1.7829209607279761	0.6120999847253079	0.010240047918426587	0.21423696324426744	0.3174762342661554	0.03531535038117712	0.3365166238898076	0.7111971539622659	0.10485367531497697	0.7521135840508224	0.3365566130938078	0.052227193479568085	0.3557433368394313
101	80123	0.9964529006943236	True	908	24877	88.33847850055126	3.220895642386236	37.0	2.0	9043	331	20	1	-0.0015432242610061706	8.529459771873011	0.9309215252443888	0.011332576164147623	-1.9456713534466072	0.6020159660530754	0.5467875466803445	6.21518054532056	88.33847850055126	3.220895642386236	1.9461499149075971	0.5079766538262067	-0.040361994185228435	0.7265348386325376	0.3802295453630187	0.03262391817238738	0.39290354053354054	0.7639428493524459	0.10744651091092863	0.7878792611134388	0.40370831421200387	0.04779828437516689	0.4166850949268298
102	83742	0.9963210640630931	True	905	25152	92.63495575221239	3.329569400819053	39.0	2.0	15410	278	20	1	-0.0016006877993223448	8.705544784790899	0.9397959540432809	0.010807002459936472	-1.966294749676155	0.6082602950528837	0.5321465256777487	6.428094415659182	92.63495575221239	3.329569400819053	1.966774898405995	0.522388071662452	-0.0375522715219619	0.38583351203210964	0.34063674510217257	0.029988629439565796	0.35180234076671857	0.7456265102928833	0.09746244131143629	0.7689234097545042	0.3677080749396852	0.043448120574458876	0.3793629196276167
103	80210	0.9964996036579032	True	1108	20681	72.45709123757904	3.87862669245648	37.0	2.0	4225	278	20	1	-0.001522869697281648	9.427230770486103	0.9743841383662447	0.013813738935294851	-1.8596887559476676	0.5283746696088081	0.5852840777967506	7.363106439619957	72.45709123757904	3.87862669245648	1.8600808954613557	0.5886779819181736	-0.011193299772818275	0.25878266801988936	0.2937401512302469	0.03577759377039859	0.307548881941468	0.7040787321947823	0.10644854934044118	0.7360698643233972	0.31890390001542046	0.05218718743798036	0.3331812404807602
104	74788	0.9965907690198147	True	1272	17246	58.84185680566483	4.336793273412583	36.0	2.0	1811	571	20	1	-0.0014831398243273426	9.75347814884516	0.9891595153379936	0.017008076161951116	-1.7693448080511969	0.4464760752312953	0.6569506555947153	8.078202635558435	58.84185680566483	4.336793273412583	1.7696863688095839	0.6371687206601825	0.02011687252640287	0.13154234140345666	0.31281108685036496	0.04160093683574211	0.3327999590259861	0.7270071056588768	0.11940723121251909	0.7717887490581996	0.3313521380758924	0.06132572409386457	0.3512537659199723
105	82441	0.9961483310010555	True	984	21752	83.86673448626654	3.790216541768195	41.0	2.0	4436	317	20	1	-0.0016759883445241358	9.006772118800386	0.9545691747566912	0.011935808638905398	-1.9231481526506995	0.5584420230217848	0.5679422730437904	7.252661212281165	83.86673448626654	3.790216541768195	1.9235897332499052	0.5786640226880088	-0.029035297525012632	0.3358053557957378	0.3029967049390372	0.03041176402178242	0.3153157246126918	0.7073643890749873	0.09791861618021133	0.7349072696209652	0.32800744304520973	0.04416611008690687	0.3408351764964539
106	80765	0.9963393462511602	True	1113	19823	72.63039568345324	4.074513167187973	41.0	2.0	4834	275	20	1	-0.0015927187009714334	9.481109903381567	0.9768591808717061	0.013780721847334861	-1.8607280330739955	0.5036205382255206	0.6058981000988659	7.716155536447884	72.63039568345324	4.074513167187973	1.8611184101626652	0.6100757256074346	-0.022203689088015018	0.5385992898722267	0.2956483560377426	0.03311831805786969	0.31037610309826213	0.7062659349515719	0.1034524048733149	0.7400833421479708	0.31774516154430976	0.04802676629439748	0.3328761702981137
107	76257	0.9965057786138091	True	1239	17614	61.596930533117934	4.329586101175268	38.0	2.0	2630	311	20	1	-0.001520178536184183	9.720206942241507	0.9876755111111356	0.016247688736771706	-1.7892084094701444	0.4510071831536936	0.6467647825130649	8.090499177762453	61.596930533117934	4.329586101175268	1.7895590711621088	0.6364463807488818	-0.011626064886179992	0.4308255005280829	0.30562459389373053	0.033822839899430336	0.3247292649574303	0.7117593326777083	0.10485412045822082	0.7544180877295295	0.3237385700243009	0.049747669258690654	0.34299711400589544
108	80140	0.996360597156343	True	1024	21504	78.33822091886609	3.7269218248616474	38.0	2.0	3034	218	20	1	-0.0015834557400452609	9.058882933342279	0.9570746473682464	0.01277763913151984	-1.8935493814568691	0.5482161593555364	0.5824929762674887	7.115333392524194	78.33822091886609	3.7269218248616474	1.8939737043845208	0.5713502831785027	-0.04785850913587917	0.07980088060971607	0.3107833194686739	0.029477107287461043	0.32416639415878135	0.7145348138861198	0.09901345658658876	0.7438180928945103	0.33528800793201213	0.04312802682413586	0.34918744804145535
