dataset	inter_num	sparsity	connected	user_num	item_num	user_mean	item_mean	user_median	item_median	user_max	item_max	user_min	item_min	sparsity_log	space_size	space_size_log	shape	shape_log	gini_user	gini_item	average_degree	average_degree_user	average_degree_item	average_degree_user_log	average_degree_item_log	degree_assort_user	degree_assort_item	average_clustering_coef_dot	average_clustering_coef_dot_user	average_clustering_coef_dot_item	average_clustering_coef_min	average_clustering_coef_min_user	average_clustering_coef_min_item	average_clustering_coef_max	average_clustering_coef_max_user	average_clustering_coef_max_item
24	79240	0.9962819292376622	True	1048	20336	75.6829035339064	3.8967297762478483	38.0	2.0	4598	251	20	1	-0.0016177469313162082	9.112821736432684	0.9596528747571087	0.013225643614336193	-1.8785831842188017	0.5321531145693063	0.5818923689483335	7.411841736039659	75.6829035339064	3.8967297762478483	1.8789977851876671	0.5907002901259031	-0.033519308189526156	0.41786457213734185	0.29836234244322773	0.0356339044260356	0.3118895946981577	0.6990254205811625	0.11332397396141403	0.7291817724184321	0.3238654196700951	0.051476552747874195	0.3378900640599433
25	83518	0.9963513112592572	True	1001	22867	83.518	3.6524971573515264	40.0	2.0	4669	196	20	1	-0.0015875033034154027	9.143386571724943	0.9611070816204546	0.011985440264374148	-1.9213460082822718	0.5640234679949232	0.5361802234702373	6.998910584094528	83.518	3.6524971573515264	1.9217800857615903	0.5625898866057796	-0.05879742856405016	0.40407677884575177	0.29547851484874593	0.029476733139271103	0.3071115849838581	0.6840559406069234	0.0935341872324642	0.7098812600057889	0.32487038785420386	0.042858420585483656	0.3372036322899915
26	78438	0.9966827711155206	True	1139	20760	68.9261862917399	3.778505708367455	38.0	2.0	3454	248	20	1	-0.0014430489871065982	9.452030575490115	0.9755251178212244	0.014521022973558735	-1.8380027874842482	0.4992806829264052	0.5875278004541638	7.164269077955884	68.9261862917399	3.778505708367455	1.8383842495042961	0.577320082663524	-0.0034709178487412617	0.5361806800003948	0.31979983999092887	0.033893062621704516	0.3354731341113671	0.710870289761763	0.09958403762554305	0.7443807553396338	0.34429746740808964	0.04987305392924474	0.3604376949016551
27	74028	0.996422222066492	True	1205	17171	61.48504983388705	4.311473500291205	36.0	2.0	1058	412	20	1	-0.001556595453840581	9.444773157678272	0.9751915316012456	0.016277624682552547	-1.788408969380717	0.45891906393683846	0.62702093171376	8.057907913355828	61.48504983388705	4.311473500291205	1.7887695293697985	0.6346257211306876	-0.009647283671207981	0.02019150516559823	0.27336790373711584	0.0375176411955616	0.28990626809937736	0.6812984695268943	0.11221473411945843	0.7212039335589591	0.29531503758323024	0.05528955027878176	0.3121461783353884
28	82076	0.9963325215603326	True	1053	21253	78.0190114068441	3.8620365142104274	41.0	2.0	2935	291	20	1	-0.0015956935264958986	9.296560008949548	0.9683222769945361	0.012829572591256885	-1.891787811618099	0.5244073840863804	0.5669177785368612	7.359756097560975	78.0190114068441	3.8620365142104274	1.8922004429858652	0.586816375565886	-0.04038219297967373	0.20075180151040134	0.2772365143176038	0.030994884748684875	0.28942577623678806	0.6780318027296144	0.09743763809437736	0.7067719241862429	0.3041501748423013	0.044915210543827626	0.31698262272682953
29	78907	0.9966812123780554	True	1109	21439	71.21570397111914	3.6807071555182387	38.0	2.0	4574	265	20	1	-0.001443728191793232	9.35456375252208	0.9710235391059335	0.014054519877830865	-1.852183985913547	0.5226374085949281	0.5722547391477455	6.999645169874922	71.21570397111914	3.6807071555182387	1.8525757716702962	0.5659312654766235	-0.00607325918365701	0.30652633499783793	0.32584928983448536	0.035618529692852695	0.3408495548889181	0.7141451852075928	0.10468786826813024	0.7456443319175903	0.35113704210047236	0.052133560833372915	0.36659071582208574
30	74077	0.9965135257429225	True	1209	17574	61.32201986754967	4.215387241791385	36.0	2.0	3866	403	20	1	-0.001516802216228603	9.463566610955935	0.976054843329503	0.016320855326214613	-1.787257084937462	0.4632838083193727	0.6299551111963706	7.88850433949204	61.32201986754967	4.215387241791385	1.787616451513121	0.624837476765798	0.012419194691951513	0.4615934510537919	0.29164004408089705	0.041334615141750436	0.30884649478131754	0.7074602276249026	0.12136964687015245	0.7477491607354549	0.313350312335278	0.06030019525194453	0.3307454378936156
31	81022	0.996251703855089	True	1174	18412	69.07246376811594	4.400738688827332	40.0	2.0	1884	329	20	1	-0.001630922836252485	9.75293945433888	0.9891355281501534	0.014489891634370911	-1.8389348624771156	0.4769697759039607	0.6116424635522362	8.274305555555555	69.07246376811594	4.400738688827332	1.839304947273182	0.643525581385117	-0.02592151583309231	0.18706150696521037	0.2504102725242914	0.03127554398952526	0.2643717649240133	0.662638390284613	0.09944197743279265	0.6985207102170005	0.27234954197642297	0.045555935135580136	0.2867989961518783
32	78130	0.9965982015358121	True	1187	19349	65.87689713322091	4.038143477362001	37.0	2.0	3281	322	20	1	-0.001479900893416079	9.630177049255117	0.9836342716320837	0.015192627671829002	-1.818367105354985	0.48034565990137507	0.609932933033241	7.609817863056394	65.87689713322091	4.038143477362001	1.8187331352813325	0.6061817455931586	0.001351576095249105	0.5129130055399278	0.30305088517880574	0.03456786513398237	0.3195084447081194	0.7061700212861907	0.10285275257428274	0.7431523595481466	0.32439078944566363	0.05087105014207984	0.34115709143109113
33	74508	0.9966021803907119	True	1234	17770	60.428223844282236	4.193145365524227	36.0	2.0	2273	435	20	1	-0.001478167003795208	9.588684581317711	0.9817590327954154	0.016561979921619153	-1.7808877461963852	0.44865984551548127	0.62997353886548	7.842121881907167	60.428223844282236	4.193145365524227	1.7812398292978764	0.6225399185330021	0.016031084086641816	0.36484350241694513	0.2971964644401246	0.03772839102152769	0.31520108678944814	0.7099342902540421	0.10841769024469199	0.7516738348435816	0.31810080422019854	0.05597877582584552	0.33628958586296054
34	81437	0.996253123355735	True	1078	20162	75.61467038068709	4.039333366400476	40.0	2.0	5846	311	20	1	-0.0016303040359472523	9.369583021671774	0.9717202637355313	0.013237226322187703	-1.878203005769623	0.5156285285904768	0.5707093519794192	7.668989547038327	75.61467038068709	4.039333366400476	1.8786060633223614	0.6063096969961079	-0.026901537510627977	0.6318785694152712	0.26802730443841855	0.028448924127414427	0.2808255741470119	0.6682280344690065	0.09162609617317702	0.6990300922808516	0.29543928012457865	0.04187206802029153	0.3089848327973785
35	80766	0.9964748919304678	True	1114	20567	72.56603773584905	3.92716133424098	38.0	2.0	4170	303	20	1	-0.001533639696484169	9.48542692766119	0.9770568827370453	0.01379293266968774	-1.8603433837986703	0.5155879755919283	0.583110113881408	7.451081691959962	72.56603773584905	3.92716133424098	1.860733410301672	0.5940787431678858	-0.022175980723975013	0.525089924962906	0.29815872987239167	0.033747716847634855	0.31246824351124003	0.6943915290944525	0.10408963041947748	0.7263377516571894	0.3240682446541615	0.04894908185055782	0.33895726673917614
36	75307	0.9966619415144955	True	1215	18568	62.032125205930804	4.055959498034147	36.0	2.0	2420	319	20	1	-0.001452125370863474	9.565458953965564	0.9807058124597984	0.01613395833056688	-1.7922590690509348	0.47067684438715646	0.6168835312163896	7.614074111521156	62.032125205930804	4.055959498034147	1.792616660246027	0.6080936095727895	-0.009068950525724194	0.22280756031144772	0.30009903277738986	0.03920278698964304	0.3171576875081662	0.7104502090715735	0.11465844512250337	0.7494059478249624	0.32241766357487994	0.05755739216004695	0.3397355054178059
37	78489	0.996197269324552	True	1068	19326	73.56044985941894	4.061526520051746	37.0	2.0	2125	271	20	1	-0.0016546530462215425	9.15566775281847	0.9616900243109764	0.01360700225509307	-1.8662375432368774	0.5152101077613261	0.6009365684798541	7.698018830914084	73.56044985941894	4.061526520051746	1.8666443765049452	0.6086892933390525	-0.04146095259759759	0.12110882712305318	0.28726869010899037	0.034579532860047904	0.30122053128801346	0.6919965362891625	0.110118517309231	0.7241240315673817	0.3113228530099799	0.05026211797089905	0.3257369179148543
38	81842	0.9962379174090439	True	1080	20143	75.8498609823911	4.063250918478801	40.0	2.0	3570	294	20	1	-0.0016369327821800757	9.401561572419766	0.9731999946592531	0.013196158451650742	-1.8795524783446067	0.5209064532874766	0.5771942948376806	7.713302860374157	75.8498609823911	4.063250918478801	1.8799547891486457	0.6088736421999003	-0.02641193884950386	0.2848613492556547	0.26070838404408236	0.030355892363381688	0.27304828765462136	0.669503924969237	0.09514293992017221	0.7002722450401307	0.2865225902332772	0.04450357879878344	0.2994874652872847
39	80182	0.9966063551419589	True	1132	20872	70.894783377542	3.841790043601169	40.0	2.0	2980	306	20	1	-0.001476347754682447	9.527120446388825	0.9789616558097372	0.014117881818862088	-1.850230457914969	0.5031263865863428	0.5779162572365539	7.288610126352149	70.894783377542	3.841790043601169	1.8506142798417664	0.5845336266899095	-0.022291581151389316	0.3345819910289605	0.29493313759293777	0.03466044338192144	0.30903732125220945	0.6907392289750061	0.10313643428995006	0.7225814387775454	0.3217153518706059	0.05045281363693784	0.3364150754460109
40	74335	0.9966336622005574	True	1340	16479	55.51530993278566	4.511166403689768	36.0	2.0	1848	405	20	1	-0.0014644482295235425	9.98042584261814	0.9991490720642897	0.018026501647945115	-1.7440885473989642	0.4229007480969048	0.6484869610518275	8.34427793680193	55.51530993278566	4.511166403689768	1.744412768751763	0.6542888472420991	-0.009659532978931053	0.09749485402848648	0.27722563617966434	0.03921237736398632	0.2965665606580108	0.6889590487899648	0.11142718652720474	0.7358892080064859	0.2976457690677729	0.05805499184294882	0.3171148824737711
